"bspl4.1","bspl4.2","bspl4.3","bspl4.4","bspl4.5"
220.169023734974,278.36762085484,337.326096763749,430.057043960468,470.248413868337
182.295461519394,293.525338141507,552.46888522281,486.328139418763,462.808101576589
191.009941552953,276.465124718378,417.666351807326,496.398143794644,529.21936869668
206.520486922258,274.694860411686,431.04969972817,492.180681421868,568.062251967826
221.442965565501,285.675870366448,250.969338592184,399.376313078756,421.941436979278
266.963712563331,272.580087324597,389.399844569479,490.049539306014,493.241856726225
273.858136157843,258.674437330746,324.748612416218,420.187576718337,493.979853209608
242.121530786842,288.364299383009,275.157907225027,414.03390633937,456.118171262882
242.56164968367,351.304148240978,257.944835242734,540.916361987327,499.691332798117
262.953841736051,345.073844033266,330.224827148746,488.273032354479,490.947620492079
282.564148254089,399.14078770483,330.41249981582,519.716770867521,553.165495069549
234.310107775886,327.458337487886,367.682621145523,522.258310799727,553.460204803555
177.263035429681,307.608714683386,337.064392432042,495.994266696064,533.858541145572
200.955509158939,285.837338869314,319.924625733531,457.887867842425,520.656631479284
243.361004888899,338.62941841026,289.970911138074,531.25333860809,522.201515842491
239.5788758975,391.494742469129,447.372788248392,519.176136370107,598.216789923267
200.023702297945,260.011475769787,316.001383445332,392.104971888455,431.416720631102
190.822227363496,251.803231354165,307.915945064131,390.207486209458,399.630110743448
195.873032047679,264.062220976308,278.592931642076,368.422818496385,389.614689615576
